SPI-H,SPI-A,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
71.8,68.2,-0.25,1.89,1.86,2.05,2.01
69.5,69.3,0.75,1.89,1.84,2.08,2.04
73.8,65.9,-0.25,1.91,1.86,2.06,2.01
50.5,62.8,0.5,1.93,1.88,2.04,1.99
56.9,75.5,0.5,2.02,1.9,2.02,1.96
75.5,76.5,-1,2.07,2.03,1.88,1.84
82.5,73.8,-1.5,2,1.95,1.94,1.91
89.4,72.4,-2.5,2.14,2.08,1.84,1.79
40,90.6,2.5,2.17,2.1,1.82,1.77
54.5,52.9,-1,1.92,1.87,2.04,1.99
68.2,69.3,0.75,1.85,1.8,2.14,2.08
62.8,72,-0.5,2.08,2.03,1.88,1.84
56.9,69.5,-1.25,2.14,1.96,1.97,1.92
76.2,50.5,-2,2.12,2.06,1.86,1.81
65.9,71.8,-0.75,1.94,1.89,2.04,1.98
72,76.2,-0.25,2.09,2.05,1.9,1.83
50.5,40,-0.75,2.01,1.95,1.95,1.91
68.2,69.5,-0.75,2.04,1.99,1.92,1.87
69.3,65.9,-1.25,2.01,1.97,1.94,1.9
71.8,82.5,1,1.84,1.8,2.13,2.07
73.8,54.5,-0.5,2.02,1.98,1.94,1.9
52.9,89.4,3,1.96,1.91,2.04,1.95
90.6,75.5,-2.25,2.03,1.98,1.93,1.88
76.5,56.9,-1,2,1.95,1.95,1.91
72.4,62.8,-1,1.95,1.91,2,1.96
69.5,90.6,2,2.07,2.02,1.88,1.85
40,72,0.75,1.9,1.86,2.05,2
62.8,52.9,-0.75,1.97,1.93,1.97,1.94
65.9,68.2,-0.5,2.13,2.07,1.85,1.82
75.5,50.5,-2.5,2.06,2.01,1.9,1.85
54.5,71.8,0,1.85,1.81,2.1,2.06
82.5,69.3,-0.5,2.05,2,1.92,1.88
89.4,73.8,-3.25,1.96,1.91,2,1.95
69.5,76.5,0.75,1.93,1.88,2.03,1.98
56.9,90.6,2,1.9,1.86,2.05,2.01
76.2,72.4,0.25,1.91,1.87,2.03,1.99
84.6,68.5,-1,1.85,1.82,2.11,2.04
80.8,56.2,-1.5,2.45,2.31,1.72,1.63
76.9,78,0.25,1.85,1.8,2.15,2.07
53.4,53,-0.5,1.95,1.87,2.06,1.98
52.3,78.3,0.25,2.16,2.09,1.84,1.77
53.7,57.9,-0.25,2.01,1.97,1.93,1.88
59.1,51.8,-0.5,2.09,2.04,1.88,1.82
71.9,65.5,-0.5,1.92,1.86,2.04,1.99
44.4,57.8,0.25,1.83,1.76,2.2,2.11
40,80.8,1,2.31,2.19,1.76,1.7
78,84.6,1,1.58,1.55,2.67,2.49
80.8,71.9,-1,2.24,2.15,1.76,1.72
51.8,80.8,0.75,1.92,1.86,2.13,2
53,59.1,0.5,2,1.92,2,1.92
68.5,52.3,-1,2.26,2.16,1.79,1.72
78.3,44.4,-1.5,2.14,2.05,1.86,1.8
57.9,76.9,-0.25,1.95,1.88,2.04,1.94
57.8,40,-1,2.23,2.13,1.78,1.73
65.5,53.4,-0.5,1.88,1.83,2.09,2.02
56.2,53.7,-0.5,2.12,2.07,1.86,1.8
84.6,57.8,-1.5,2.05,2,1.9,1.85
44.4,80.8,1.5,1.92,1.85,2.08,1.99
76.9,65.5,0,1.9,1.85,2.07,1.99
53.4,51.8,-0.25,1.86,1.82,2.09,2.04
52.3,78,0.25,1.83,1.78,2.16,2.09
71.9,56.2,-1,2.31,2.21,1.73,1.69
40,78.3,1,1.65,1.6,2.52,2.38
80.8,57.9,-1.5,2.08,2,1.88,1.85
53.7,53,-1,2.11,2.01,1.88,1.83
57.9,71.9,0.25,1.86,1.81,2.13,2.06
78,40,-1,1.91,1.84,2.05,2
80.8,53.4,-1.5,1.76,1.71,2.27,2.18
51.8,76.9,0,1.85,1.8,2.13,2.05
53,44.4,0,2.19,2.09,1.81,1.77
68.5,80.8,0,2.09,2.03,1.87,1.82
78.3,84.6,0.5,1.97,1.9,2,1.94
57.8,59.1,-0.25,1.94,1.89,2.02,1.96
65.5,53.7,-1,2.6,2.47,1.61,1.56
56.2,52.3,-0.25,1.85,1.77,2.16,2.1
71.9,78,-0.25,1.96,1.9,2.01,1.95
76.9,44.4,-1,2.22,2.12,1.8,1.75
53.4,57.9,-0.25,2.07,2.01,1.9,1.84
52.3,57.8,-0.25,2.13,2.07,1.86,1.8
53.7,78.3,0.5,1.97,1.91,1.98,1.93
59.1,80.8,1,1.66,1.62,2.46,2.34
84.6,51.8,-2,2.01,1.95,1.95,1.89
40,65.5,0.25,1.89,1.85,2.06,1.99
80.8,53,-2,1.66,1.62,2.42,2.33
56.2,68.5,0.25,1.94,1.89,2.01,1.97
80.8,52.3,-1.5,2.1,2.01,1.89,1.84
44.4,84.6,1.5,2,1.89,2.03,1.96
68.5,71.9,-0.25,1.98,1.93,1.97,1.91
59.1,40,-1,2.27,2.15,1.77,1.72
78.3,53.4,-1,1.8,1.75,2.17,2.11
78,53.7,-1,1.88,1.81,2.09,2.04
57.8,56.2,-0.5,2.07,2.01,1.9,1.84
65.5,80.8,0.5,1.87,1.81,2.11,2.04
51.8,57.9,-0.25,1.97,1.91,2,1.94
53,76.9,0.5,2.03,1.98,1.91,1.87
40,52.3,0,1.88,1.84,2.08,2
56.2,78,0.25,1.85,1.8,2.13,2.06
76.9,80.8,1,1.87,1.82,2.08,2.03
53.4,59.1,-0.25,2.01,1.95,1.97,1.91
51.8,53,-1,1.84,1.75,2.21,2.11
53.7,84.6,1.5,1.96,1.9,2.03,1.95
71.9,57.8,-1,2.2,2.09,1.84,1.77
80.8,78.3,-0.25,1.71,1.68,2.32,2.23
57.9,44.4,-1,2.4,2.29,1.7,1.64
65.5,68.5,-0.25,2.09,2.05,1.86,1.81
84.6,56.2,-2,2.16,2.08,1.82,1.78
80.8,80.8,-0.5,2,1.96,1.95,1.88
40,57.9,-0.25,2.11,2.05,1.88,1.81
52.3,71.9,0,1.99,1.93,1.97,1.9
68.5,76.9,-1,2.45,2.34,1.66,1.62
59.1,53.7,-1,2.58,2.42,1.62,1.58
78.3,51.8,-1.5,2.25,2.16,1.76,1.73
78,53.4,-1,1.92,1.86,2.05,1.99
57.8,53,-1.5,2.35,2.27,1.72,1.66
44.4,65.5,0.5,1.93,1.88,2.02,1.97
71.9,84.6,0.5,2.11,2.04,1.88,1.81
57.9,59.1,0,2.14,2.07,1.83,1.78
76.9,78.3,0.25,1.97,1.92,1.99,1.93
53.4,57.8,0,1.85,1.79,2.16,2.06
51.8,68.5,0.25,1.88,1.83,2.08,2.02
53,80.8,2,1.7,1.67,2.39,2.24
53.7,52.3,0,1.83,1.78,2.15,2.07
80.8,44.4,-2,1.94,1.84,2.1,2
65.5,78,-0.25,1.96,1.91,2.01,1.94
56.2,40,-0.5,1.9,1.86,2.05,1.98
59.1,71.9,0,2.07,1.95,1.95,1.89
52.3,53.4,-0.25,1.82,1.78,2.14,2.07
68.5,53,-1.5,1.82,1.75,2.2,2.11
78.3,65.5,-0.25,1.74,1.7,2.31,2.2
84.6,57.9,-2,2.09,2.01,1.88,1.83
78,51.8,-1,1.88,1.81,2.12,2.04
80.8,53.7,-1.5,1.92,1.84,2.1,2
40,76.9,0,2.12,2.04,1.86,1.8
57.8,80.8,0.75,1.78,1.74,2.19,2.13
44.4,56.2,0,2.11,2.03,1.86,1.81
53.4,68.5,0.25,1.89,1.84,2.06,2.01
84.6,80.8,-0.5,1.88,1.84,2.1,2.01
76.9,59.1,-0.25,2,1.95,1.96,1.9
53,52.3,0.25,2.04,1.98,1.92,1.87
53.7,80.8,1,1.92,1.87,2.04,1.98
78,57.8,-0.75,1.85,1.81,2.11,2.05
71.9,40,-1.25,2.03,1.96,1.93,1.89
57.9,78.3,0.25,2.12,2.05,1.87,1.82
51.8,44.4,-0.75,2.01,1.96,1.94,1.89
56.2,65.5,0,2.12,2.04,1.86,1.81
80.8,78,-1,2.27,2.17,1.77,1.71
65.5,51.8,-1,2,1.94,1.95,1.91
52.3,84.6,1,2.17,2.09,1.83,1.76
68.5,57.9,-1,2.01,1.95,1.95,1.9
59.1,56.2,-0.5,1.92,1.87,2.06,1.98
78.3,53,-1.5,1.79,1.76,2.18,2.11
44.4,71.9,1,1.75,1.71,2.27,2.18
40,53.7,-0.25,2.05,1.99,1.92,1.87
80.8,53.4,-1.5,1.79,1.74,2.22,2.13
57.8,76.9,-0.25,2.16,2.1,1.82,1.78
52.3,51.8,-0.5,2,1.93,2.02,1.91
84.6,40,-2,1.75,1.7,2.27,2.19
56.2,80.8,0.75,1.93,1.89,2.03,1.97
76.9,80.8,0.25,2.25,2.16,1.79,1.72
53.4,44.4,-1,2.5,2.39,1.65,1.6
53,65.5,0.75,1.95,1.9,2.01,1.95
53.7,68.5,0.5,1.84,1.79,2.15,2.07
78,59.1,-1,2.33,2.23,1.72,1.68
71.9,78.3,0,2.02,1.95,1.93,1.88
57.9,57.8,-0.5,2.18,2.1,1.83,1.76
53.7,71.9,0.25,2.2,2.12,1.8,1.75
65.5,52.3,-0.75,2.08,1.97,1.94,1.88
53.4,76.9,0.25,1.83,1.77,2.15,2.1
51.8,56.2,-0.25,2.12,2.05,1.85,1.81
53,57.9,0.25,1.97,1.92,1.99,1.93
59.1,84.6,1,1.83,1.79,2.14,2.06
44.4,78,1,1.8,1.74,2.21,2.12
80.8,40,-2,1.98,1.92,2,1.92
78.3,68.5,-0.25,1.75,1.72,2.25,2.16
80.8,57.8,-1.5,1.9,1.84,2.06,2
80.8,78.3,-1,2.5,2.4,1.63,1.59
84.6,76.9,-1.5,2.24,2.13,1.79,1.74
68.5,44.4,-1.5,1.95,1.88,2.01,1.97
78,80.8,0,2.2,2.1,1.82,1.76
71.9,53,-1.5,2,1.93,1.96,1.91
40,51.8,-0.25,2.12,2.06,1.86,1.8
57.9,65.5,0,2.03,1.93,2,1.91
57.8,53.7,-0.5,1.86,1.83,2.09,2.02
52.3,59.1,0,1.79,1.74,2.21,2.13
56.2,53.4,-0.75,2.41,2.33,1.67,1.62
53,40,-0.25,2.28,2.18,1.78,1.72
57.9,78,0,2.42,2.18,1.77,1.71
76.9,56.2,-0.75,1.99,1.93,1.97,1.92
53.4,53.7,-0.25,1.84,1.8,2.12,2.07
51.8,80.8,1,2.02,1.96,1.95,1.88
78.3,59.1,-1,2.25,2.16,1.76,1.72
44.4,52.3,0.25,1.74,1.7,2.29,2.19
65.5,84.6,0.75,1.82,1.76,2.19,2.1
68.5,57.8,-1,2.17,2.03,1.88,1.83
80.8,71.9,-1,2.14,2.06,1.84,1.79
59.1,68.5,0,1.88,1.83,2.08,2.01
53.7,51.8,-0.5,2.14,2.07,1.85,1.81
84.6,80.8,-1,2.42,2.32,1.66,1.63
71.9,76.9,-0.5,2.08,2.03,1.89,1.83
52.3,57.9,-0.25,2.01,1.95,1.94,1.9
59.1,44.4,-1,2.01,1.93,1.96,1.91
78,68.5,-0.5,2.01,1.98,1.93,1.87
80.8,65.5,-1,1.78,1.73,2.22,2.14
40,53.4,-0.25,2.09,2.04,1.86,1.82
57.8,78.3,0.5,1.86,1.82,2.12,2.04
56.2,53,-1,2.14,2.06,1.82,1.79
76.9,53.7,-1,2,1.94,1.96,1.91
78.3,78,-0.25,1.87,1.82,2.12,2.05
51.8,57.8,-0.25,2.23,2.11,1.81,1.76
68.5,80.8,0.25,2.12,2.07,1.84,1.8
44.4,40,-0.25,1.89,1.85,2.06,2.01
80.8,52.3,-1.5,1.98,1.92,1.97,1.92
57.9,56.2,-0.25,1.9,1.86,2.05,1.99
65.5,59.1,-0.5,1.85,1.8,2.14,2.06
53.7,44.4,-0.5,2.08,2.02,1.88,1.83
80.8,57.9,-2,2.41,2.28,1.72,1.65
52.3,76.9,0,2,1.94,1.95,1.91
59.1,80.8,0.5,2.02,1.95,1.93,1.89
84.6,53.4,-2,2.08,2.01,1.88,1.84
78,53,-1.5,1.89,1.83,2.1,2.02
71.9,51.8,-1.5,2.26,2.17,1.75,1.71
57.8,65.5,0,2.11,2.02,1.88,1.83
56.2,78.3,0.5,1.97,1.89,2.01,1.96
53,53.4,0,2.1,2.05,1.85,1.81
78.3,52.3,-1.5,2.38,2.3,1.69,1.64
51.8,59.1,0,2.06,2,1.92,1.86
68.5,84.6,0.5,2.12,2.06,1.85,1.81
78,76.9,-0.5,2.04,1.97,1.93,1.89
80.8,40,-2.5,2.33,2.23,1.73,1.68
57.9,53.7,-1,2.47,2.39,1.63,1.6
57.8,44.4,-1,2.39,2.3,1.68,1.64
56.2,80.8,0.5,2.04,1.98,1.91,1.88
65.5,71.9,-0.25,2.05,2.01,1.91,1.86
52.3,68.5,0.25,1.99,1.95,1.96,1.91
71.9,80.8,0.5,1.85,1.82,2.11,2.06
76.9,57.9,-1,2.21,2.13,1.79,1.74
53.4,65.5,0.25,1.8,1.76,2.18,2.13
53.7,56.2,0,1.87,1.82,2.1,2.04
59.1,53,-1,2.02,1.95,1.95,1.9
84.6,78,-1,1.92,1.86,2.07,1.99
44.4,78.3,1,1.96,1.91,1.99,1.94
40,57.8,0,2.17,2.11,1.82,1.77
80.8,51.8,-1.5,1.72,1.68,2.33,2.23
78.3,40,-2,2.11,2.04,1.89,1.82
78,52.3,-1,1.92,1.87,2.03,1.99
51.8,53.4,-0.25,2.15,2.1,1.85,1.79
53,53.7,-0.25,2.09,2.05,1.88,1.82
68.5,59.1,-1,2.17,2.08,1.83,1.78
80.8,44.4,-2.5,2.03,1.97,1.95,1.88
57.9,80.8,1,1.68,1.64,2.39,2.31
57.8,84.6,1,2.12,2.06,1.86,1.8
65.5,76.9,-0.25,2.06,2.01,1.91,1.86
56.2,71.9,0.25,1.88,1.84,2.08,2.03
40,68.5,0.75,1.85,1.82,2.09,2.04
53.4,80.8,1,2.13,2.08,1.83,1.79
76.9,51.8,-1.25,2.01,1.95,1.95,1.9
52.3,56.2,-0.25,2.07,2.02,1.88,1.84
53.7,65.5,0.25,2.08,2.02,1.88,1.84
59.1,57.8,-0.5,2.11,2.06,1.85,1.81
84.6,78.3,-1,2.13,2.06,1.85,1.81
71.9,57.9,-0.75,1.97,1.91,2.01,1.94
44.4,53,-0.25,2.04,1.99,1.92,1.87
40,78,1,1.89,1.85,2.06,2
80.8,68.5,-1,2.13,2.03,1.88,1.84
53.4,71.9,0.25,2.01,1.95,1.97,1.91
53,84.6,1.5,2.29,2.15,1.79,1.73
80.8,59.1,-1.5,1.85,1.81,2.12,2.05
68.5,56.2,-0.75,1.93,1.88,2.02,1.98
51.8,84.6,1.5,1.91,1.87,2.03,1.98
53,80.8,1.25,2.05,2,1.91,1.86
78.3,53.7,-1.5,2.12,2.07,1.83,1.8
44.4,76.9,0.75,1.92,1.87,2.04,1.99
57.9,53.4,-0.5,1.93,1.88,2.04,1.99
57.8,52.3,-0.5,1.93,1.9,2.02,1.97
65.5,40,-1.25,1.93,1.87,2.04,1.99
78,71.9,-0.75,1.93,1.88,2.05,1.98
84.6,44.4,-2.25,1.98,1.94,1.98,1.88
76.9,53,-1.5,1.85,1.81,2.11,2.03
53.7,78,0.75,2.02,1.98,1.92,1.87
53.4,78.3,0.75,1.9,1.85,2.06,2.01
52.3,80.8,1,2.14,2.08,1.83,1.78
71.9,68.5,-0.25,1.95,1.91,2,1.94
40,59.1,0.25,2.02,1.97,1.93,1.88
80.8,65.5,-1.5,2.34,2.24,1.71,1.67
57.9,51.8,-0.75,1.92,1.88,2.02,1.98
56.2,57.8,-0.25,1.89,1.86,2.06,2
84.6,53.7,-2.25,2.12,2.05,1.85,1.81
80.8,76.9,-1,2.05,1.98,1.92,1.87
52.3,40,-0.5,1.88,1.84,2.11,2.03
53,51.8,0,1.83,1.78,2.15,2.09
59.1,53.4,-0.5,2.06,2.01,1.9,1.86
78.3,80.8,0,1.86,1.83,2.1,2.02
78,56.2,-1.25,2.07,2,1.92,1.86
44.4,57.9,0.25,1.88,1.85,2.06,2.01
57.8,71.9,0,2.3,2.04,1.88,1.83
68.5,65.5,-0.5,1.9,1.86,2.07,2.01
71.9,52.3,-1,2.14,2.07,1.84,1.8
80.8,80.8,-0.5,2.09,2.05,1.87,1.82
57.9,40,-0.75,1.88,1.84,2.07,2.03
76.9,68.5,-0.5,1.99,1.92,1.99,1.95
53.4,78,0.75,1.88,1.84,2.08,2.03
51.8,78.3,1,1.91,1.87,2.05,1.99
53,57.8,0.25,2,1.94,1.98,1.92
53.7,59.1,0,1.93,1.86,2.05,1.99
65.5,44.4,-1,1.89,1.83,2.07,2.03
56.2,84.6,1,2.04,1.99,1.91,1.86
84.6,71.9,-1.25,2.04,1.98,1.93,1.89
59.1,57.9,0,1.93,1.87,2.03,1.98
52.3,53.7,-0.5,2.09,2.04,1.87,1.83
68.5,51.8,-1.25,1.96,1.92,2,1.93
78.3,76.9,-0.5,1.9,1.85,2.08,2.02
80.8,53,-2.25,1.98,1.93,1.97,1.92
44.4,80.8,1.25,2,1.96,1.96,1.9
40,56.2,0.25,1.87,1.83,2.08,2.04
57.8,53.4,-0.5,1.96,1.92,1.98,1.93
78,65.5,-1,1.99,1.94,1.98,1.91
71.9,59.1,-1,2.27,2.17,1.81,1.71
65.5,78.3,0.5,1.96,1.87,2.2,1.99
76.9,40,-1.5,1.78,1.72,2.24,2.16
53.4,52.3,-0.25,2,1.95,1.96,1.91
51.8,78,1,1.97,1.91,1.99,1.94
53,68.5,1,1.75,1.71,2.31,2.18
53.7,80.8,1.5,2.01,1.93,2.03,1.91
80.8,57.8,-1.5,1.84,1.79,2.12,2.07
57.9,84.6,1,2.04,1.94,1.99,1.9
56.2,44.4,-0.75,1.84,1.8,2.12,2.06
80.8,53.7,-2,1.89,1.85,2.06,2.01
57.8,78,0.75,1.85,1.81,2.11,2.05
52.3,53,-0.5,1.88,1.84,2.11,2.03
68.5,53.4,-1,1.9,1.85,2.06,2.01
59.1,76.9,0.5,1.86,1.82,2.11,2.05
80.8,84.6,-0.25,2.15,2.1,1.83,1.78
44.4,51.8,-0.25,2.02,1.97,1.94,1.89
40,71.9,1,2,1.97,1.94,1.89
65.5,56.2,-0.5,1.92,1.86,2.06,2
78.3,57.9,-1.5,2.02,1.96,1.93,1.89
76.9,57.8,-1.25,2.12,2.07,1.84,1.8
53.7,40,-0.5,1.95,1.91,2,1.96
84.6,52.3,-1.75,2.06,2.02,1.88,1.85
53.4,80.8,1.25,1.94,1.91,2,1.96
51.8,65.5,0.25,1.93,1.86,2.05,2
53,78.3,1.5,1.95,1.9,2.02,1.96
78,80.8,0,2.06,2,1.91,1.85
71.9,44.4,-1.5,1.88,1.84,2.07,2.03
57.9,68.5,0.25,1.84,1.8,2.12,2.08
56.2,59.1,-0.75,2.09,2.04,1.86,1.82
51.8,52.3,-0.25,1.96,1.93,2,1.95
68.5,53.7,-1.5,1.97,1.92,1.98,1.93
59.1,78,0.75,2.05,2.01,1.9,1.86
78.3,71.9,-0.5,2.12,2.07,1.85,1.81
80.8,56.2,-2,2.25,2.16,1.79,1.71
44.4,53.4,0,1.94,1.87,2.1,1.99
40,84.6,1.5,2.08,2.01,1.9,1.84
80.8,76.9,-1,1.88,1.83,2.09,2.04
57.8,57.9,-0.25,1.96,1.92,2,1.95
65.5,53,-1,1.96,1.91,2,1.95
76.9,53.4,-1.25,1.89,1.83,2.1,2.04
68.5,78.3,-0.25,2.39,2.33,1.66,1.64
52.3,65.5,0.25,1.94,1.9,2.02,1.97
84.6,59.1,-2,2.08,2.02,1.88,1.84
78,44.4,-2.25,2.12,2.07,1.84,1.8
71.9,53.7,-1.5,2.09,2.03,1.87,1.84
57.9,53,-0.5,1.94,1.89,2.04,1.98
57.8,80.8,1.25,2.07,2.02,1.88,1.84
56.2,51.8,-0.5,1.86,1.82,2.11,2.06
40,80.8,2,1.87,1.83,2.09,2.03
76.9,84.6,0.25,2.16,2.1,1.83,1.77
65.5,57.9,-1,2.15,2.06,1.85,1.81
53.4,56.2,-0.25,2.12,2.07,1.84,1.81
51.8,40,-1,2,1.94,1.98,1.92
53,71.9,0.5,1.95,1.91,2.01,1.96
53.7,57.8,-0.25,1.84,1.81,2.11,2.08
59.1,52.3,-0.75,1.93,1.88,2.04,1.99
78.3,80.8,0.25,1.94,1.9,2.02,1.97
44.4,68.5,1.25,2.03,1.99,1.93,1.89
80.8,78,-0.5,1.9,1.85,2.07,2.03
84.6,65.5,-1,1.85,1.81,2.12,2.07
80.8,51.8,-2.5,1.8,1.77,2.19,2.11
52.3,44.4,-0.75,1.96,1.91,2.11,1.96
53.7,53.4,-0.75,1.96,1.9,2.02,1.97
59.1,78.3,0.75,1.96,1.92,1.99,1.95
78,57.9,-2,2.04,1.99,1.92,1.87
71.9,80.8,0.25,2.01,1.97,1.94,1.9
40,53,1,1.9,1.85,2.06,2.01
57.8,68.5,0.25,1.99,1.95,1.96,1.92
56.2,76.9,0.75,1.9,1.86,2.05,2.01
76.9,71.9,-0.5,2.09,2.02,1.89,1.85
68.5,78,-0.5,2.02,1.98,1.94,1.89
53.4,40,-1,1.88,1.83,2.09,2.04
51.8,53.7,0.25,1.87,1.84,2.09,2.03
53,56.2,-0.75,2.11,2.05,1.86,1.82
78.3,57.8,-1.25,1.98,1.94,1.95,1.92
44.4,59.1,0.75,2.01,1.97,1.96,1.9
80.8,84.6,-0.25,2.2,2.15,1.79,1.74
57.9,52.3,-0.75,2.04,1.97,1.93,1.88
65.5,80.8,1,2.16,2.05,1.85,1.81
52.3,80.8,2,1.93,1.88,2.03,1.98
80.8,68.5,-1.75,1.94,1.89,2.03,1.97
53.7,76.9,-0.25,2.09,2.03,1.87,1.84
59.1,65.5,-0.5,2.11,2.04,1.89,1.84
84.6,53,-2,2.05,1.98,1.93,1.88
78,78.3,-0.5,2.03,2,1.92,1.87
71.9,53.4,-1.25,1.87,1.83,2.08,2.04
57.8,51.8,-0.75,2.07,2.02,1.88,1.85
56.2,57.9,-0.5,2.11,2.06,1.86,1.81
40,44.4,-0.25,2.02,1.98,1.92,1.88
76.9,52.3,-1.75,1.95,1.91,2.01,1.96
53.4,84.6,0.75,1.94,1.88,2.06,1.97
51.8,71.9,0.5,1.97,1.94,1.97,1.93
53,78,-0.25,1.92,1.87,2.06,1.99
68.5,40,-2.5,2.01,1.97,1.92,1.88
78.3,56.2,-1.5,1.94,1.91,1.99,1.95
44.4,53.7,1,1.9,1.85,2.07,2.02
80.8,59.1,-3,1.9,1.84,2.1,2.02
57.9,80.8,2.25,1.99,1.95,1.94,1.91
65.5,57.8,-1,2.03,1.97,1.93,1.88
40,85.7,1.5,1.93,1.86,2.03,1.97
71.2,56.2,-1,2.28,2.2,1.75,1.69
65.5,62,-0.25,2.12,2.07,1.83,1.79
47.9,40,-0.25,1.87,1.83,2.1,2.02
54.9,57.7,-0.25,2.14,2.07,1.84,1.78
43.7,50.3,0.25,1.95,1.91,1.98,1.93
60.4,57.2,-0.5,2.12,2.06,1.84,1.78
74.2,55.2,-0.5,2.05,1.99,1.9,1.84
40,76.7,0.25,2.04,1.99,1.9,1.86
63.9,62.7,-0.25,2.12,2.05,1.85,1.81
76.7,47.9,-1.5,2.31,2.03,1.88,1.82
57.2,63.9,-0.25,2.12,2.07,1.83,1.79
50.3,54.9,-1,2.34,2.24,1.72,1.67
40,40,-0.5,1.92,1.86,2.11,1.97
57.7,71.2,-0.25,2.28,2.14,1.79,1.74
62.7,40,-0.5,2.16,2.08,1.82,1.78
55.2,65.5,-0.25,2.12,2.02,1.93,1.83
56.2,74.2,0,2.05,1.87,2.05,1.96
85.7,43.7,-2.25,2,1.85,2.07,2
62,60.4,-0.5,2.08,2.02,1.9,1.82
74.2,40,-0.75,2.04,1.97,1.94,1.87
47.9,40,-0.25,1.84,1.8,2.1,2.05
54.9,76.7,0.75,1.88,1.83,2.1,2.01
43.7,57.2,-0.25,2.15,2.07,1.84,1.79
60.4,62.7,-0.25,2.12,2.05,1.85,1.8
40,56.2,-0.25,1.9,1.84,2.05,2
63.9,50.3,0,1.81,1.76,2.18,2.09
65.5,57.7,-0.25,1.85,1.78,2.13,2.07
71.2,85.7,0.75,1.88,1.84,2.06,2
62,55.2,-0.25,1.89,1.84,2.06,2.01
85.7,62,-1.5,2.09,2.02,1.9,1.83
57.2,54.9,-0.25,1.98,1.92,1.97,1.92
40,55.2,0,1.96,1.89,2,1.93
56.2,60.4,-0.25,2.05,2.01,1.9,1.84
50.3,71.2,-0.25,2.2,2.13,1.79,1.74
40,40,-0.25,2.06,2,1.89,1.85
76.7,65.5,-1,2.23,2.15,1.77,1.72
57.7,43.7,-0.75,2.07,2,1.95,1.84
63.9,74.2,-0.25,2.04,1.99,1.9,1.85
62.7,47.9,-0.5,2.03,1.97,1.95,1.88
47.9,85.7,1.5,1.69,1.64,2.4,2.3
65.5,57.2,-0.75,2.11,2.06,1.85,1.8
54.9,43.7,-0.5,2.16,2.08,1.82,1.77
40,50.3,0.25,1.84,1.79,2.13,2.06
71.2,62.7,-0.75,2.06,2,1.9,1.85
40,57.7,-0.25,2.24,2.15,1.95,1.72
55.2,56.2,-0.5,2.11,2.05,1.85,1.79
74.2,76.7,0,1.98,1.94,1.96,1.89
60.4,63.9,-0.25,2.01,1.95,1.96,1.89
62,40,-1,2.38,2.25,1.7,1.66
50.3,55.2,-0.25,1.87,1.8,2.12,2.06
85.7,54.9,-2.5,1.99,1.91,1.98,1.93
57.2,47.9,-0.25,1.93,1.89,2.01,1.95
40,40,-0.25,2.1,2.02,1.88,1.83
56.2,40,-0.5,2.12,2.05,1.87,1.8
76.7,60.4,-1,2.09,2.02,1.86,1.82
43.7,65.5,0.25,1.87,1.83,2.09,2.02
57.7,62,0,1.8,1.74,2.19,2.11
63.9,71.2,0.25,1.89,1.85,2.05,2
62.7,74.2,-0.25,2.03,1.98,1.9,1.86
55.2,85.7,1,2.08,2.01,1.9,1.83
40,56.2,-0.25,2.16,2.09,1.81,1.77
65.5,47.9,-0.5,1.88,1.84,2.05,2
54.9,62.7,0,2.01,1.95,1.93,1.88
40,76.7,0.5,2.02,1.95,1.93,1.89
71.2,57.2,-1,2.25,2.15,1.76,1.72
60.4,43.7,-0.75,1.94,1.89,2.01,1.95
74.2,57.7,-0.5,2.07,1.99,1.9,1.86
40,63.9,0,1.86,1.78,2.15,2.07
62,50.3,-0.25,2.06,2.01,1.9,1.85
62.7,56.2,-0.5,2.1,2.04,1.87,1.81
47.9,55.2,0,1.86,1.81,2.09,2.02
54.9,60.4,0,1.86,1.8,2.11,2.04
50.3,40,-0.5,1.92,1.85,2.07,1.99
43.7,71.2,0.75,1.85,1.8,2.12,2.06
57.7,40,-0.5,2,1.95,1.95,1.89
85.7,65.5,-1.5,1.81,1.73,2.21,2.14
57.2,74.2,0,1.85,1.8,2.14,2.04
76.7,62,-0.75,2,1.89,2.02,1.96
63.9,40,-0.5,1.88,1.84,2.05,2
63.9,76.7,0.25,1.83,1.77,2.16,2.1
55.2,71.2,0,2.07,2.01,1.88,1.82
40,57.2,-0.25,2.21,2.15,1.78,1.73
56.2,50.3,-0.25,2.19,2.11,1.8,1.75
40,57.7,-0.25,2.25,2.16,1.79,1.72
60.4,47.9,-0.5,2,1.94,1.97,1.89
40,85.7,1.5,1.85,1.79,2.14,2.06
74.2,43.7,-1,1.78,1.75,2.19,2.13
62.7,65.5,-0.25,2.14,2.07,1.84,1.79
62,54.9,-0.75,2,1.95,1.96,1.89
71.2,60.4,-1,2.25,2.07,1.85,1.78
57.2,55.2,0,1.85,1.79,2.17,2.04
65.5,40,-0.5,1.88,1.82,2.08,2.01
54.9,40,-0.25,1.94,1.88,2.03,1.96
50.3,40,-0.75,2.08,2.01,1.88,1.83
76.7,56.2,-1,1.96,1.91,1.98,1.92
57.7,62.7,-0.25,1.95,1.89,2.01,1.94
47.9,62,0,1.92,1.84,2.08,1.97
